,region,area,year,bedroom,elevator,parking,storeroom,price
1421, بریانک ,60,1385,1,False,False,True,740000000
1422, بریانک ,60,1396,1,True,False,True,1100000000
1423, بریانک ,74,1386,1,False,True,True,1450000000
1424, بریانک ,124,1400,3,True,True,True,2700000000
1425, بریانک ,96,1399,2,True,True,True,1850000000
1426, بریانک ,70,1387,2,False,False,True,945000000
1427, بریانک ,120,1399,2,True,True,True,2650000000
1428, بریانک ,61,1394,2,True,False,True,1050000000
1429, بریانک ,46,1393,1,True,True,False,930000000
1430, بریانک ,78,1400,2,True,True,True,1680000000
1431, بریانک ,70,1388,2,False,False,True,949000000
1432, بریانک ,47,1386,1,True,True,True,950000000
1433, بریانک ,54,1390,1,True,True,True,960000000
1434, بریانک ,50,1393,1,True,False,True,870000000
1435, بریانک ,49,1381,1,False,False,True,780000000
1436, بریانک ,43,1380,1,False,False,False,685000000
1437, بریانک ,44,1390,1,True,False,True,800000000
1438, بریانک ,56,1380,1,False,False,True,820000000
1439, بریانک ,74,1385,1,False,True,False,1450000000
1440, بریانک ,52,1380,1,False,True,True,980000000
1441, بریانک ,60,1382,2,False,False,True,770000000
1442, بریانک ,48,1380,1,False,False,False,690000000
1443, بریانک ,95,1400,2,True,True,True,2650000000
1444, بریانک ,38,1380,1,False,False,False,630000000
1445, بریانک ,40,1385,1,False,True,True,685000000
1446, بریانک ,57,1376,2,False,False,False,1000000000
1447, بریانک ,53,1382,1,False,True,True,1250000000
1448, بریانک ,52,1397,1,True,True,True,1220000000
1449, بریانک ,38,1380,1,False,False,True,625000000
1450, بریانک ,124,1400,3,True,True,True,2700000000
1451, بریانک ,46,1380,1,False,False,True,750000000
1452, بریانک ,33,1384,1,False,False,True,680000000
1453, بریانک ,60,1372,1,False,False,False,1020000000
1454, بریانک ,32,1383,1,False,False,True,550000000
1455, بریانک ,86,1399,2,True,True,True,1750000000
1456, بریانک ,63,1390,1,True,True,True,730000000
1457, بریانک ,65,1398,1,True,True,True,1200000000
1458, بریانک ,44,1391,1,True,False,True,810000000
1459, بریانک ,39,1382,1,False,False,True,680000000
1460, بریانک ,80,1400,2,True,True,True,1650000000
1461, بریانک ,60,1378,2,False,False,False,750000000
1462, بریانک ,48,1386,1,False,True,True,850000000
1463, بریانک ,60,1389,1,False,False,True,720000000
1464, بریانک ,40,1381,1,False,False,True,680000000
1465, بریانک ,61,1400,1,True,True,True,1100000000
1466, بریانک ,88,1380,2,True,True,True,1360000000
1467, بریانک ,53,1395,1,True,True,True,1050000000
1468, بریانک ,58,1386,1,True,True,True,1100000000
1469, بریانک ,38,1381,1,False,False,True,640000000
1470, بریانک ,50,1391,1,True,False,True,900000000
1471, بریانک ,46,1380,1,False,False,True,810000000
1472, بریانک ,74,1385,1,False,True,True,1450000000
1473, بریانک ,52,1390,1,False,True,True,1150000000
1474, بریانک ,55,1384,1,False,False,True,880000000
1475, بریانک ,80,1370,1,False,False,True,895000000
1476, بریانک ,71,1383,2,False,True,True,1260000000
1477, بریانک ,45,1385,1,False,False,True,650000000
1478, بریانک ,78,1400,2,True,True,True,1560000000
1479, بریانک ,76,1396,2,True,True,True,1330000000
1480, بریانک ,70,1387,2,True,True,True,1170000000
1481, بریانک ,91,1387,2,False,True,True,1650000000
1482, بریانک ,96,1400,2,True,True,True,1850000000
1483, بریانک ,130,1400,2,True,True,True,2600000000
1484, بریانک ,80,1400,2,True,True,True,1700000000
1485, بریانک ,83,1395,2,True,True,True,1560000000
1486, بریانک ,46,1380,1,False,False,True,750000000
1487, بریانک ,44,1384,1,False,False,True,730000000
1488, بریانک ,69,1387,2,True,True,True,1170000000
1489, بریانک ,44,1380,1,False,True,True,810000000
1490, بریانک ,64,1397,1,True,True,True,1270000000
1491, بریانک ,41,1378,1,False,False,True,650000000
1492, بریانک ,76,1370,1,False,False,True,1200000000
1493, بریانک ,64,1395,1,True,True,True,1280000000
1494, بریانک ,45,1380,1,False,True,True,715000000
1495, بریانک ,60,1395,2,True,False,True,1100000000
1496, بریانک ,43,1380,1,False,True,True,715000000
1497, بریانک ,43,1380,1,False,True,True,715000000
1498, بریانک ,42,1375,1,False,False,False,714000000
1499, بریانک ,60,1392,1,True,True,True,1070000000
1500, بریانک ,35,1380,1,False,False,True,550000000
1501, بریانک ,75,1400,2,True,False,False,1190000000
1502, بریانک ,45,1398,1,True,False,True,9950000000
1503, بریانک ,69,1386,2,False,True,True,1200000000
1504, بریانک ,55,1393,1,True,True,True,1100000000
1505, بریانک ,57,1388,2,False,True,True,800000000
1506, فیروزآبادی ,47,1393,1,True,False,False,850000000
1507, فیروزآبادی ,65,1394,1,True,False,True,1490000000
1508, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1509, فیروزآبادی ,45,1394,1,True,False,True,850000000
1510, فیروزآبادی ,86,1398,2,True,True,False,2150000000
1511, فیروزآبادی ,52,1379,1,False,False,True,823000000
1512, فیروزآبادی ,68,1396,1,True,True,True,1450000000
1513, فیروزآبادی ,91,1395,2,True,True,False,1774000000
1514, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1515, فیروزآبادی ,118,1396,2,True,True,False,2714000000
1516, فیروزآبادی ,53,1396,1,True,False,True,1000000000
1517, فیروزآبادی ,74,1386,2,False,False,True,965000000
1518, فیروزآبادی ,108,1400,2,True,True,True,2538000000
1519, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1520, فیروزآبادی ,118,1396,2,True,True,False,2714000000
1521, فیروزآبادی ,53,1396,1,True,False,True,1000000000
1522, فیروزآبادی ,74,1386,2,False,False,True,965000000
1523, فیروزآبادی ,108,1400,2,True,True,True,2538000000
1524, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1525, فیروزآبادی ,118,1396,2,True,True,False,2714000000
1526, فیروزآبادی ,53,1396,1,True,False,True,1000000000
1527, فیروزآبادی ,74,1386,2,False,False,True,965000000
1528, فیروزآبادی ,108,1400,2,True,True,True,2538000000
1529, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1530, فیروزآبادی ,118,1396,2,True,True,False,2714000000
1531, فیروزآبادی ,53,1396,1,True,False,True,1000000000
1532, فیروزآبادی ,74,1386,2,False,False,True,965000000
1533, فیروزآبادی ,108,1400,2,True,True,True,2538000000
1534, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1535, فیروزآبادی ,118,1396,2,True,True,False,2714000000
1536, فیروزآبادی ,53,1396,1,True,False,True,1000000000
1537, فیروزآبادی ,74,1386,2,False,False,True,965000000
1538, فیروزآبادی ,108,1400,2,True,True,True,2538000000
1539, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1540, فیروزآبادی ,118,1396,2,True,True,False,2714000000
1541, فیروزآبادی ,53,1396,1,True,False,True,1000000000
1542, فیروزآبادی ,74,1386,2,False,False,True,965000000
1543, فیروزآبادی ,108,1400,2,True,True,True,2538000000
1544, فیروزآبادی ,85,1387,2,False,False,True,1173000000
1545, فیروزآبادی ,118,1396,2,True,True,False,2714000000
1546, فیروزآبادی ,53,1396,1,True,False,True,1000000000
1547, فیروزآبادی ,74,1386,2,False,False,True,965000000
1548, فیروزآبادی ,108,1400,2,True,True,True,2538000000
1549, خانی‌آباد نو ,105,1396,2,True,True,True,2000000000
1550, خانی‌آباد نو ,62,1391,2,True,True,True,1500000000
1551, خانی‌آباد نو ,64,1380,1,False,False,True,768000000
1552, خانی‌آباد نو ,70,1390,2,False,True,True,1400000000
1553, خانی‌آباد نو ,55,1395,1,True,True,True,1285000000
1554, خانی‌آباد نو ,43,1389,1,True,True,True,850000000
1555, خانی‌آباد نو ,149,1398,2,True,True,True,3180000000
1556, خانی‌آباد نو ,72,1384,2,False,False,True,1150000000
1557, خانی‌آباد نو ,65,1390,1,True,True,False,1250000000
1558, خانی‌آباد نو ,65,1383,1,False,True,False,1250000000
1559, خانی‌آباد نو ,51,1395,1,True,True,False,1224000000
1560, خانی‌آباد نو ,67,1382,1,False,False,False,970000000
1561, خانی‌آباد نو ,63,1379,1,False,True,False,1200000000
1562, خانی‌آباد نو ,55,1394,1,True,True,True,1285000000
1563, خانی‌آباد نو ,110,1400,3,True,True,True,3740000000
1564, خانی‌آباد نو ,140,1397,3,True,True,True,3470000000
1565, خانی‌آباد نو ,143,1400,3,True,True,False,2950000000
1566, خانی‌آباد نو ,58,1393,1,True,True,True,1280000000
1567, خانی‌آباد نو ,70,1370,1,False,False,False,1200000000
1568, خانی‌آباد نو ,63,1384,1,False,True,True,1100000000
1569, خانی‌آباد نو ,98,1400,2,True,True,True,475000000
1570, خانی‌آباد نو ,95,1400,2,True,True,False,2200000000
1571, خانی‌آباد نو ,58,1392,1,True,True,True,1300000000
1572, خانی‌آباد نو ,72,1382,1,False,False,False,1100000000
1573, خانی‌آباد نو ,123,1392,2,True,True,True,2525000000
1574, خانی‌آباد نو ,118,1400,2,True,True,False,3068000000
1575, خانی‌آباد نو ,119,1400,3,True,True,True,3808000000
1576, خانی‌آباد نو ,73,1392,2,True,False,False,1550000000
1577, خانی‌آباد نو ,135,1400,3,True,True,True,4725000000
1578, خانی‌آباد نو ,135,1400,3,True,True,True,4212000000
1579, خانی‌آباد نو ,66,1388,2,False,False,True,1100000000
1580, خانی‌آباد نو ,77,1395,2,True,True,False,1610000000
1581, خانی‌آباد نو ,65,1390,2,False,True,True,1320000000
1582, خانی‌آباد نو ,58,1395,1,True,False,False,1230000000
1583, خانی‌آباد نو ,80,1384,2,False,False,False,1350000000
1584, خانی‌آباد نو ,61,1385,2,True,True,True,1159000000
1585, خانی‌آباد نو ,140,1400,3,True,True,False,3500000000
1586, خانی‌آباد نو ,68,1380,1,False,False,True,880000000
1587, خانی‌آباد نو ,84,1389,2,True,False,True,1600000000
1588, خانی‌آباد نو ,60,1385,2,False,True,True,1200000000
1589, خانی‌آباد نو ,127,1396,3,True,False,True,2700000000
1590, خانی‌آباد نو ,138,1398,3,True,True,True,3200000000
1591, خانی‌آباد نو ,83,1396,2,True,True,True,1660000000
1592, خانی‌آباد نو ,81,1393,2,True,True,True,1850000000
1593, خانی‌آباد نو ,40,1385,1,False,False,True,700000000
1594, خانی‌آباد نو ,65,1384,1,False,False,False,1150000000
1595, خانی‌آباد نو ,82,1393,2,True,True,True,1830000000
1596, خانی‌آباد نو ,83,1385,2,True,True,True,1350000000
1597, خانی‌آباد نو ,50,1390,1,False,False,True,340000000
1598, خانی‌آباد نو ,143,1400,3,True,True,False,3050000000
1599, خانی‌آباد نو ,50,1383,1,False,True,True,900000000
1600, خانی‌آباد نو ,63,1384,1,False,True,True,1100000000
1601, خانی‌آباد نو ,48,1382,1,False,False,True,810000000
1602, خانی‌آباد نو ,93,1400,2,True,True,False,2790000000
1603, خانی‌آباد نو ,62,1380,2,False,False,False,580000000
1604, خانی‌آباد نو ,85,1387,2,False,False,True,1700000000
1605, خانی‌آباد نو ,42,1385,1,False,False,True,760000000
1606, خانی‌آباد نو ,90,1389,4,False,True,True,3450000000
1607, خانی‌آباد نو ,68,1381,2,False,False,False,900000000
1608, خانی‌آباد نو ,71,1382,1,False,False,False,1500000000
1609, خانی‌آباد نو ,184,1380,2,False,True,True,3000000000
1610, خانی‌آباد نو ,64,1392,1,True,True,False,1400000000
1611, خانی‌آباد نو ,73,1394,2,True,True,False,2336000000
1612, خانی‌آباد نو ,43,1382,1,False,False,False,670000000
1613, خانی‌آباد نو ,83,1385,2,True,True,True,1350000000
1614, خانی‌آباد نو ,71,1383,1,False,False,False,1350000000
1615, خانی‌آباد نو ,67,1383,1,False,False,True,1250000000
1616, خانی‌آباد نو ,36,1388,2,False,False,True,610000000
1617, خانی‌آباد نو ,65,1391,2,False,True,True,1358000000
1618, خانی‌آباد نو ,65,1390,2,False,True,True,1350000000
1619, خانی‌آباد نو ,144,1400,3,True,True,False,3096000000
1620, خانی‌آباد نو ,65,1380,2,False,False,False,650000000
1621, خانی‌آباد نو ,65,1390,2,False,True,True,1390000000
1622, خانی‌آباد نو ,73,1384,2,False,False,True,1300000000
1623, خانی‌آباد نو ,114,1391,2,True,True,True,2508000000
1624, خانی‌آباد نو ,90,1399,2,True,True,True,1800000000
1625, خانی‌آباد نو ,72,1385,1,False,False,False,1250000000
1626, خانی‌آباد نو ,90,1392,2,True,False,True,1800000000
1627, خانی‌آباد نو ,82,1393,2,True,True,True,1816000000
1628, خانی‌آباد نو ,65,1389,1,False,True,True,1250000000
1629, خانی‌آباد نو ,75,1393,2,True,False,True,1500000000
1630, خانی‌آباد نو ,68,1380,2,False,True,False,1290000000
1631, خانی‌آباد نو ,65,1385,2,False,False,False,900000000
1632, خانی‌آباد نو ,130,1399,2,True,True,False,3500000000
1633, خانی‌آباد نو ,150,1400,3,True,True,True,3650000000
1634, خانی‌آباد نو ,149,1400,3,True,True,False,3480000000
1635, خانی‌آباد نو ,66,1380,1,False,False,True,1060000000
1636, خانی‌آباد نو ,140,1399,3,True,True,True,3360000000
1637, خانی‌آباد نو ,105,1399,2,True,True,True,2090000000
1638, خانی‌آباد نو ,61,1380,1,False,False,False,980000000
1639, خانی‌آباد نو ,53,1381,1,False,True,True,930000000
1640, خانی‌آباد نو ,55,1394,1,True,True,True,1300000000
1641, خانی‌آباد نو ,65,1383,2,False,False,False,710000000
1642, خانی‌آباد نو ,47,1379,1,False,False,True,720000000
1643, خانی‌آباد نو ,115,1399,2,True,True,False,2817500000
1644, خانی‌آباد نو ,84,1393,2,True,True,False,1764000000
1645, خانی‌آباد نو ,48,1381,1,False,True,True,1500000000
1646, خانی‌آباد نو ,53,1381,1,False,True,True,930000000
1647, خانی‌آباد نو ,115,1397,2,True,True,True,2760000000
1648, خانی‌آباد نو ,47,1384,1,True,False,True,750000000
1649, خانی‌آباد نو ,67,1386,2,False,True,True,1180000000
1650, خانی‌آباد نو ,74,1388,2,False,False,False,820000000
1651, خانی‌آباد نو ,88,1391,2,True,True,True,1760000000
1652, خانی‌آباد نو ,125,1400,2,True,True,True,2812500000
1653, خانی‌آباد نو ,78,1393,2,True,True,False,1750000000
1654, خانی‌آباد نو ,140,1400,3,True,True,False,3500000000
1655, خانی‌آباد نو ,73,1383,1,False,False,True,1050000000
1656, خانی‌آباد نو ,65,1384,2,False,False,True,800000000
1657, خانی‌آباد نو ,72,1380,2,False,False,False,1050000000
1658, خانی‌آباد نو ,75,1400,2,True,True,False,1820000000
1659, خانی‌آباد نو ,74,1383,1,False,True,True,1445000000
1660, خانی‌آباد نو ,72,1382,1,False,False,False,1150000000
1661, خانی‌آباد نو ,180,1399,3,True,True,True,4590000000
1662, خانی‌آباد نو ,59,1391,2,True,True,True,1121000000
1663, خانی‌آباد نو ,72,1388,2,False,True,True,1300000000
1664, خانی‌آباد نو ,83,1390,2,True,True,True,1900000000
1665, خانی‌آباد نو ,125,1398,2,True,True,True,2937500000
1666, خانی‌آباد نو ,145,1400,3,True,True,False,4350000000
1667, خانی‌آباد نو ,73,1378,1,False,False,True,1100000000
1668, خانی‌آباد نو ,145,1400,2,True,True,True,4000000000
1669, خانی‌آباد نو ,97,1400,2,True,True,True,2130000000
1670, خانی‌آباد نو ,65,1392,1,False,False,True,1170000000
1671, خانی‌آباد نو ,76,1385,1,False,False,True,1100000000
1672, خانی‌آباد نو ,86,1385,2,False,False,True,1462000000
1673, خانی‌آباد نو ,85,1400,2,True,True,False,2210000000
1674, خانی‌آباد نو ,140,1400,3,True,True,False,3550000000
1675, خانی‌آباد نو ,104,1400,2,True,True,True,1035000000
1676, خانی‌آباد نو ,59,1388,1,True,True,True,1062000000
1677, خانی‌آباد نو ,74,1400,1,True,False,False,5180000000
1678, خانی‌آباد نو ,74,1388,2,False,False,True,845000000
1679, خانی‌آباد نو ,62,1390,2,False,False,True,1175000000
1680, خانی‌آباد نو ,65,1380,1,False,False,False,1000000000
1681, خانی‌آباد نو ,130,1399,2,True,True,False,3000000000
1682, خانی‌آباد نو ,64,1383,1,False,False,True,1050000000
1683, خانی‌آباد نو ,74,1381,1,False,False,True,1350000000
1684, خانی‌آباد نو ,125,1399,3,True,True,False,2750000000
1685, خانی‌آباد نو ,93,1390,2,True,True,True,1765000000
1686, خانی‌آباد نو ,74,1387,2,False,False,True,1330000000
1687, خانی‌آباد نو ,64,1384,1,False,True,True,900000000
1688, خانی‌آباد نو ,72,1384,4,False,False,True,1188000000
1689, خانی‌آباد نو ,145,1400,3,True,True,True,4200000000
1690, خانی‌آباد نو ,68,1379,1,False,False,True,970000000
1691, خانی‌آباد نو ,65,1381,1,False,False,True,1050000000
1692, خانی‌آباد نو ,72,1383,1,False,False,True,1095000000
1693, خانی‌آباد نو ,67,1385,2,False,False,False,1100000000
1694, خانی‌آباد نو ,92,1400,2,True,True,False,1890000000
1695, خانی‌آباد نو ,74,1387,2,False,False,True,1330000000
1696, خانی‌آباد نو ,64,1384,1,False,True,True,900000000
1697, خانی‌آباد نو ,72,1384,4,False,False,True,1188000000
1698, خانی‌آباد نو ,145,1400,3,True,True,True,4200000000
1699, خانی‌آباد نو ,68,1379,1,False,False,True,970000000
1700, خانی‌آباد نو ,65,1381,1,False,False,True,1050000000
1701, خانی‌آباد نو ,72,1383,1,False,False,True,1095000000
1702, خانی‌آباد نو ,67,1385,2,False,False,False,1100000000
1703, خانی‌آباد نو ,92,1400,2,True,True,False,1890000000
1704, دانشگاه تهران ,73,1378,2,False,False,True,1650000000
1705, دانشگاه تهران ,202,1370,3,False,True,True,7000000000
1706, دانشگاه تهران ,101,1375,2,False,True,True,3300000000
1707, دانشگاه تهران ,38,1375,1,True,False,False,1050000000
1708, دانشگاه تهران ,73,1375,2,False,False,True,1550000000
1709, دانشگاه تهران ,77,1378,1,False,False,True,1700000000
1710, دانشگاه تهران ,79,1379,1,False,False,True,1800000000
1711, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1712, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1713, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1714, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1715, دانشگاه تهران ,37,1375,1,True,False,False,1050000000
1716, دانشگاه تهران ,70,1390,1,True,True,True,2800000000
1717, دانشگاه تهران ,110,1370,2,True,False,True,3000000000
1718, دانشگاه تهران ,75,1375,1,False,False,True,1800000000
1719, دانشگاه تهران ,45,1371,1,True,False,False,1000000000
1720, دانشگاه تهران ,70,1394,1,True,True,False,2520000000
1721, دانشگاه تهران ,104,1370,2,False,False,False,1820000000
1722, دانشگاه تهران ,75,1376,2,False,True,True,1200000000
1723, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1724, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1725, دانشگاه تهران ,37,1375,1,True,False,False,1050000000
1726, دانشگاه تهران ,70,1390,1,True,True,True,2800000000
1727, دانشگاه تهران ,110,1370,2,True,False,True,3000000000
1728, دانشگاه تهران ,75,1375,1,False,False,True,1800000000
1729, دانشگاه تهران ,45,1371,1,True,False,False,1000000000
1730, دانشگاه تهران ,70,1394,1,True,True,False,2520000000
1731, دانشگاه تهران ,104,1370,2,False,False,False,1820000000
1732, دانشگاه تهران ,75,1376,2,False,True,True,1200000000
1733, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1734, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1735, دانشگاه تهران ,37,1375,1,True,False,False,1050000000
1736, دانشگاه تهران ,70,1390,1,True,True,True,2800000000
1737, دانشگاه تهران ,110,1370,2,True,False,True,3000000000
1738, دانشگاه تهران ,75,1375,1,False,False,True,1800000000
1739, دانشگاه تهران ,45,1371,1,True,False,False,1000000000
1740, دانشگاه تهران ,70,1394,1,True,True,False,2520000000
1741, دانشگاه تهران ,104,1370,2,False,False,False,1820000000
1742, دانشگاه تهران ,75,1376,2,False,True,True,1200000000
1743, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1744, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1745, دانشگاه تهران ,37,1375,1,True,False,False,1050000000
1746, دانشگاه تهران ,70,1390,1,True,True,True,2800000000
1747, دانشگاه تهران ,110,1370,2,True,False,True,3000000000
1748, دانشگاه تهران ,75,1375,1,False,False,True,1800000000
1749, دانشگاه تهران ,45,1371,1,True,False,False,1000000000
1750, دانشگاه تهران ,70,1394,1,True,True,False,2520000000
1751, دانشگاه تهران ,104,1370,2,False,False,False,1820000000
1752, دانشگاه تهران ,75,1376,2,False,True,True,1200000000
1753, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1754, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1755, دانشگاه تهران ,37,1375,1,True,False,False,1050000000
1756, دانشگاه تهران ,70,1390,1,True,True,True,2800000000
1757, دانشگاه تهران ,110,1370,2,True,False,True,3000000000
1758, دانشگاه تهران ,75,1375,1,False,False,True,1800000000
1759, دانشگاه تهران ,45,1371,1,True,False,False,1000000000
1760, دانشگاه تهران ,70,1394,1,True,True,False,2520000000
1761, دانشگاه تهران ,104,1370,2,False,False,False,1820000000
1762, دانشگاه تهران ,75,1376,2,False,True,True,1200000000
1763, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1764, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1765, دانشگاه تهران ,37,1375,1,True,False,False,1050000000
1766, دانشگاه تهران ,70,1390,1,True,True,True,2800000000
1767, دانشگاه تهران ,110,1370,2,True,False,True,3000000000
1768, دانشگاه تهران ,75,1375,1,False,False,True,1800000000
1769, دانشگاه تهران ,45,1371,1,True,False,False,1000000000
1770, دانشگاه تهران ,70,1394,1,True,True,False,2520000000
1771, دانشگاه تهران ,104,1370,2,False,False,False,1820000000
1772, دانشگاه تهران ,75,1376,2,False,True,True,1200000000
1773, دانشگاه تهران ,42,1374,1,True,True,False,1500000000
1774, دانشگاه تهران ,75,1375,1,False,False,True,1000000000
1775, دانشگاه تهران ,37,1375,1,True,False,False,1050000000
1776, دانشگاه تهران ,70,1390,1,True,True,True,2800000000
1777, دانشگاه تهران ,110,1370,2,True,False,True,3000000000
1778, دانشگاه تهران ,75,1375,1,False,False,True,1800000000
1779, دانشگاه تهران ,45,1371,1,True,False,False,1000000000
1780, دانشگاه تهران ,70,1394,1,True,True,False,2520000000
1781, دانشگاه تهران ,104,1370,2,False,False,False,1820000000
1782, دانشگاه تهران ,75,1376,2,False,True,True,1200000000
1783, مرزداران ,83,1389,2,True,True,True,4200000000
1784, مرزداران ,125,1397,2,True,True,True,6170000000
1785, مرزداران ,74,1382,2,True,True,True,2500000000
1786, مرزداران ,200,1400,3,True,True,True,15000000000
1787, مرزداران ,110,1393,2,True,True,True,6200000000
1788, مرزداران ,65,1391,1,True,True,True,2650000000
1789, مرزداران ,66,1383,1,True,True,True,3150000000
1790, مرزداران ,66,1382,2,True,True,True,3100000000
1791, مرزداران ,97,1380,2,True,True,True,3950000000
1792, مرزداران ,135,1395,2,True,True,False,4950000000
1793, مرزداران ,62,1391,1,True,True,True,2750000000
1794, مرزداران ,130,1389,3,True,True,True,6250000000
1795, مرزداران ,120,1387,3,True,True,True,4600000000
1796, مرزداران ,115,1396,3,True,True,True,6500000000
1797, مرزداران ,183,1398,3,True,True,True,13750000000
1798, مرزداران ,157,1399,3,True,True,True,8635000000
1799, مرزداران ,105,1383,2,True,True,True,5150000000
1800, مرزداران ,117,1375,2,True,True,True,3800000000
1801, مرزداران ,67,1395,1,True,True,True,3200000000
1802, مرزداران ,162,1380,3,False,True,True,6000000000
1803, مرزداران ,95,1388,2,True,True,True,4400000000
1804, مرزداران ,129,1388,3,True,True,True,5800000000
1805, مرزداران ,74,1382,1,False,False,True,2600000000
1806, مرزداران ,66,1395,1,True,True,True,3200000000
1807, مرزداران ,67,1395,1,True,True,True,3480000000
1808, مرزداران ,121,1395,3,True,True,True,7200000000
1809, مرزداران ,66,1396,2,True,True,True,3450000000
1810, مرزداران ,97,1382,2,True,True,True,3880000000
1811, مرزداران ,100,1393,2,True,True,True,5300000000
1812, مرزداران ,75,1394,2,True,True,True,4190000000
1813, مرزداران ,133,1399,3,True,True,True,9975000000
1814, مرزداران ,90,1395,2,True,True,True,6000000000
1815, مرزداران ,163,1400,3,True,True,True,10600000000
1816, مرزداران ,185,1399,3,True,True,True,13000000000
1817, مرزداران ,160,1392,3,True,True,True,10300000000
1818, مرزداران ,157,1399,3,True,True,True,10210000000
1819, مرزداران ,145,1400,3,True,True,True,8700000000
1820, مرزداران ,57,1395,1,True,True,True,200000000
1821, مرزداران ,88,1396,2,True,True,True,4600000000
1822, مرزداران ,70,1380,2,True,True,False,2585000000
1823, مرزداران ,121,1396,2,True,True,True,7000000000
1824, مرزداران ,88,1394,2,True,True,True,6000000000
1825, مرزداران ,68,1400,1,True,True,True,4080000000
1826, مرزداران ,190,1386,3,True,True,True,8900000000
1827, مرزداران ,90,1381,2,True,True,False,3950000000
1828, مرزداران ,76,1385,2,True,True,True,3500000000
1829, مرزداران ,80,1380,2,True,True,True,3000000000
1830, مرزداران ,52,1388,1,True,True,True,2450000000
1831, مرزداران ,185,1400,3,True,True,True,19425000000
1832, مرزداران ,65,1386,1,True,True,True,3400000000
1833, مرزداران ,55,1400,1,True,True,True,3350000000
1834, مرزداران ,119,1400,2,True,True,True,7750000000
1835, مرزداران ,185,1391,3,True,True,True,12600000000
1836, مرزداران ,130,1386,3,True,True,True,5500000000
1837, مرزداران ,300,1400,4,True,True,True,24000000000
1838, مرزداران ,50,1380,1,True,True,True,2500000000
1839, مرزداران ,185,1395,3,True,True,True,11840000000
1840, مرزداران ,117,1385,2,True,True,True,4300000000
1841, مرزداران ,100,1400,2,True,True,True,1030000000
1842, مرزداران ,98,1398,2,True,True,True,4900000000
1843, مرزداران ,130,1391,3,True,True,True,8600000000
1844, مرزداران ,76,1388,2,True,True,True,3700000000
1845, مرزداران ,75,1386,2,True,True,True,3350000000
1846, مرزداران ,120,1396,2,True,True,True,5000000000
1847, مرزداران ,135,1390,3,True,True,True,8200000000
1848, مرزداران ,89,1394,2,True,True,True,5100000000
1849, مرزداران ,82,1398,2,True,True,True,4500000000
1850, مرزداران ,150,1396,3,True,True,True,7700000000
1851, مرزداران ,95,1399,2,True,True,True,5200000000
1852, مرزداران ,92,1386,2,True,True,True,4140000000
1853, مرزداران ,112,1392,2,True,True,True,5300000000
1854, مرزداران ,95,1395,3,True,True,True,5200000000
1855, مرزداران ,93,1386,2,True,True,True,4420000000
1856, مرزداران ,160,1400,3,True,True,True,9600000000
1857, مرزداران ,149,1399,3,True,True,True,8500000000
